,name,author,stars,ratings,goodreads_score,goodreads_link,get_copy,page_count,published_date,amazon_link
386,The Tell-Tale Heart and Other Writings,Edgar Allan Poe,4.19,235842,32624,https://www.goodreads.com/book/show/391729.The_Tell_Tale_Heart_and_Other_Writings,https://www.goodreads.com/book/391729.The_Tell_Tale_Heart_and_Other_Writings/get_a_copy,448.0,"January 1, 1843",https://www.goodreads.com/book_link/follow/1?book_id=391729&source=compareprices
387,As I Lay Dying,William Faulkner,3.72,156138,32578,https://www.goodreads.com/book/show/77013.As_I_Lay_Dying,https://www.goodreads.com/book/77013.As_I_Lay_Dying/get_a_copy,288.0,"January 1, 1930",https://www.goodreads.com/book_link/follow/1?book_id=77013&source=compareprices
388,"Dark Lover (Black Dagger Brotherhood, #1)",J.R. Ward,4.16,323880,32494,https://www.goodreads.com/book/show/42899.Dark_Lover,https://www.goodreads.com/book/42899.Dark_Lover/get_a_copy,393.0,"February 19, 2005",https://www.goodreads.com/book_link/follow/1?book_id=42899&source=compareprices
389,A Separate Peace,John Knowles,3.59,209606,32324,https://www.goodreads.com/book/show/5148.A_Separate_Peace,https://www.goodreads.com/book/5148.A_Separate_Peace/get_a_copy,208.0,"January 1, 1959",https://www.goodreads.com/book_link/follow/1?book_id=5148&source=compareprices
390,"Harry Potter Series Box Set (Harry Potter, #1-7)",J.K. Rowling,4.74,276413,32290,https://www.goodreads.com/book/show/862041.Harry_Potter_Series_Box_Set,https://www.goodreads.com/book/862041.Harry_Potter_Series_Box_Set/get_a_copy,4100.0,"October 1, 2007",https://www.goodreads.com/book_link/follow/1?book_id=862041&source=compareprices
391,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.77,581743,32283,https://www.goodreads.com/book/show/6304335-beautiful-creatures,https://www.goodreads.com/book/6304335-beautiful-creatures/get_a_copy,563.0,"December 1, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6304335&source=compareprices
392,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,4.01,410573,32067,https://www.goodreads.com/book/show/45978.Eldest,https://www.goodreads.com/book/45978.Eldest/get_a_copy,704.0,"August 23, 2005",https://www.goodreads.com/book_link/follow/1?book_id=45978&source=compareprices
393,Cloud Atlas,David Mitchell,4.01,238401,31833,https://www.goodreads.com/book/show/49628.Cloud_Atlas,https://www.goodreads.com/book/49628.Cloud_Atlas/get_a_copy,509.0,"March 1, 2004",https://www.goodreads.com/book_link/follow/1?book_id=49628&source=compareprices
394,The Martian Chronicles,Ray Bradbury,4.15,245770,31649,https://www.goodreads.com/book/show/76778.The_Martian_Chronicles,https://www.goodreads.com/book/76778.The_Martian_Chronicles/get_a_copy,182.0,"January 1, 1950",https://www.goodreads.com/book_link/follow/1?book_id=76778&source=compareprices
395,Mansfield Park,Jane Austen,3.86,327482,31602,https://www.goodreads.com/book/show/45032.Mansfield_Park,https://www.goodreads.com/book/45032.Mansfield_Park/get_a_copy,488.0,"July 1, 1814",https://www.goodreads.com/book_link/follow/1?book_id=45032&source=compareprices
396,"A Child Called ""It"" (Dave Pelzer, #1)",Dave Pelzer,4.12,415236,31549,https://www.goodreads.com/book/show/60748.A_Child_Called_It_,https://www.goodreads.com/book/60748.A_Child_Called_It_/get_a_copy,184.0,"January 1, 1995",https://www.goodreads.com/book_link/follow/1?book_id=60748&source=compareprices
397,Tao Te Ching,Lao Tzu,4.3,144034,31502,https://www.goodreads.com/book/show/67896.Tao_Te_Ching,https://www.goodreads.com/book/67896.Tao_Te_Ching/get_a_copy,160.0,"January 1, 351",https://www.goodreads.com/book_link/follow/1?book_id=67896&source=compareprices
398,Steppenwolf,Hermann Hesse,4.13,167910,31494,https://www.goodreads.com/book/show/16631.Steppenwolf,https://www.goodreads.com/book/16631.Steppenwolf/get_a_copy,256.0,"January 1, 1927",https://www.goodreads.com/book_link/follow/1?book_id=16631&source=compareprices
399,Notre-Dame de Paris | The Hunchback of Notre-Dame,Victor Hugo,4.01,190654,31453,https://www.goodreads.com/book/show/30597.Notre_Dame_de_Paris_The_Hunchback_of_Notre_Dame,https://www.goodreads.com/book/30597.Notre_Dame_de_Paris_The_Hunchback_of_Notre_Dame/get_a_copy,510.0,"March 16, 1831",https://www.goodreads.com/book_link/follow/1?book_id=30597&source=compareprices
400,"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.15,270483,31237,https://www.goodreads.com/book/show/12578077-obsidian,https://www.goodreads.com/book/12578077-obsidian/get_a_copy,335.0,"November 29, 2011",https://www.goodreads.com/book_link/follow/1?book_id=12578077&source=compareprices
401,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.08,345865,31154,https://www.goodreads.com/book/show/2248573.Brisingr,https://www.goodreads.com/book/2248573.Brisingr/get_a_copy,748.0,"September 20, 2008",https://www.goodreads.com/book_link/follow/1?book_id=2248573&source=compareprices
402,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.27,988,31007,https://www.goodreads.com/book/show/40937505,https://www.goodreads.com/book/40937505/get_a_copy,204.0,"January 2, 2013",https://www.goodreads.com/book_link/follow/1?book_id=40937505&source=compareprices
403,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.34,512797,31000,https://www.goodreads.com/book/show/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe,https://www.goodreads.com/book/12000020-aristotle-and-dante-discover-the-secrets-of-the-universe/get_a_copy,359.0,"February 21, 2012",https://www.goodreads.com/book_link/follow/1?book_id=12000020&source=compareprices
404,Inferno,Dante Alighieri,4.02,167225,30687,https://www.goodreads.com/book/show/15645.Inferno,https://www.goodreads.com/book/15645.Inferno/get_a_copy,490.0,"January 1, 1320",https://www.goodreads.com/book_link/follow/1?book_id=15645&source=compareprices
405,The Amazing Adventures of Kavalier & Clay,Michael Chabon,4.18,196438,30644,https://www.goodreads.com/book/show/3985.The_Amazing_Adventures_of_Kavalier_Clay,https://www.goodreads.com/book/3985.The_Amazing_Adventures_of_Kavalier_Clay/get_a_copy,639.0,"September 19, 2000",https://www.goodreads.com/book_link/follow/1?book_id=3985&source=compareprices
406,11/22/63,Stephen King,4.32,494948,30372,https://www.goodreads.com/book/show/10644930-11-22-63,https://www.goodreads.com/book/10644930-11-22-63/get_a_copy,849.0,"November 8, 2011",https://www.goodreads.com/book_link/follow/1?book_id=10644930&source=compareprices
407,"Robinson Crusoe (Robinson Crusoe, #1)",Daniel Defoe,3.68,286702,30245,https://www.goodreads.com/book/show/2932.Robinson_Crusoe,https://www.goodreads.com/book/2932.Robinson_Crusoe/get_a_copy,320.0,"April 25, 1719",https://www.goodreads.com/book_link/follow/1?book_id=2932&source=compareprices
408,"Stargirl (Stargirl, #1)",Jerry Spinelli,3.77,318346,30153,https://www.goodreads.com/book/show/22232.Stargirl,https://www.goodreads.com/book/22232.Stargirl/get_a_copy,186.0,"June 30, 2000",https://www.goodreads.com/book_link/follow/1?book_id=22232&source=compareprices
409,Dear John,Nicholas Sparks,4.04,582535,30043,https://www.goodreads.com/book/show/5526.Dear_John,https://www.goodreads.com/book/5526.Dear_John/get_a_copy,276.0,"October 30, 2006",https://www.goodreads.com/book_link/follow/1?book_id=5526&source=compareprices
410,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,3.78,220591,30009,https://www.goodreads.com/book/show/629.Zen_and_the_Art_of_Motorcycle_Maintenance,https://www.goodreads.com/book/629.Zen_and_the_Art_of_Motorcycle_Maintenance/get_a_copy,540.0,"April 1, 1974",https://www.goodreads.com/book_link/follow/1?book_id=629&source=compareprices
411,Midnight's Children,Salman Rushdie,3.98,116824,29956,https://www.goodreads.com/book/show/14836.Midnight_s_Children,https://www.goodreads.com/book/14836.Midnight_s_Children/get_a_copy,647.0,"March 12, 1981",https://www.goodreads.com/book_link/follow/1?book_id=14836&source=compareprices
412,"The Amber Spyglass (His Dark Materials, #3)",Philip Pullman,4.1,342214,29932,https://www.goodreads.com/book/show/18122.The_Amber_Spyglass,https://www.goodreads.com/book/18122.The_Amber_Spyglass/get_a_copy,465.0,"October 10, 2000",https://www.goodreads.com/book_link/follow/1?book_id=18122&source=compareprices
414,The Firm,Robin Waterfield,4.05,608830,29878,https://www.goodreads.com/book/show/5358.The_Firm,https://www.goodreads.com/book/5358.The_Firm/get_a_copy,76.0,"February 1, 1991",https://www.goodreads.com/book_link/follow/1?book_id=5358&source=compareprices
415,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,3.83,511273,29806,https://www.goodreads.com/book/show/51496.Dr_Jekyll_and_Mr_Hyde,https://www.goodreads.com/book/51496.Dr_Jekyll_and_Mr_Hyde/get_a_copy,139.0,"January 5, 1886",https://www.goodreads.com/book_link/follow/1?book_id=51496&source=compareprices
416,The BFG,Roald Dahl,4.22,451210,29751,https://www.goodreads.com/book/show/6319.The_BFG,https://www.goodreads.com/book/6319.The_BFG/get_a_copy,199.0,"November 1, 1982",https://www.goodreads.com/book_link/follow/1?book_id=6319&source=compareprices
417,The Last Song,Nicholas Sparks,4.16,540681,29720,https://www.goodreads.com/book/show/6400090-the-last-song,https://www.goodreads.com/book/6400090-the-last-song/get_a_copy,390.0,"September 8, 2008",https://www.goodreads.com/book_link/follow/1?book_id=6400090&source=compareprices
418,Doctor Zhivago,Boris Pasternak,4.01,92182,29687,https://www.goodreads.com/book/show/130440.Doctor_Zhivago,https://www.goodreads.com/book/130440.Doctor_Zhivago/get_a_copy,592.0,"November 1, 1957",https://www.goodreads.com/book_link/follow/1?book_id=130440&source=compareprices
419,Room,Emma Donoghue,4.07,777457,29680,https://www.goodreads.com/book/show/31685789-room,https://www.goodreads.com/book/31685789-room/get_a_copy,321.0,"August 20, 2010",https://www.goodreads.com/book_link/follow/1?book_id=31685789&source=compareprices
420,War and Peace,Leo Tolstoy,4.15,306211,29455,https://www.goodreads.com/book/show/656.War_and_Peace,https://www.goodreads.com/book/656.War_and_Peace/get_a_copy,1392.0,"January 1, 1869",https://www.goodreads.com/book_link/follow/1?book_id=656&source=compareprices
421,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.4,357005,29093,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,https://www.goodreads.com/book/8755785-city-of-heavenly-fire/get_a_copy,725.0,"May 27, 2014",https://www.goodreads.com/book_link/follow/1?book_id=8755785&source=compareprices
422,The Grapes of Wrath,John Steinbeck,4.0,854524,29079,https://www.goodreads.com/book/show/18114322-the-grapes-of-wrath,https://www.goodreads.com/book/18114322-the-grapes-of-wrath/get_a_copy,479.0,"April 14, 1939",https://www.goodreads.com/book_link/follow/1?book_id=18114322&source=compareprices
423,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.99,310709,29062,https://www.goodreads.com/book/show/7791997-crescendo,https://www.goodreads.com/book/7791997-crescendo/get_a_copy,427.0,"October 19, 2010",https://www.goodreads.com/book_link/follow/1?book_id=7791997&source=compareprices
424,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.56,358856,28978,https://www.goodreads.com/book/show/12127810-the-house-of-hades,https://www.goodreads.com/book/12127810-the-house-of-hades/get_a_copy,597.0,"October 8, 2013",https://www.goodreads.com/book_link/follow/1?book_id=12127810&source=compareprices
425,The Plague,Albert Camus,4.02,231454,28779,https://www.goodreads.com/book/show/11989.The_Plague,https://www.goodreads.com/book/11989.The_Plague/get_a_copy,308.0,"June 10, 1947",https://www.goodreads.com/book_link/follow/1?book_id=11989&source=compareprices
426,"My Ántonia (Great Plains Trilogy, #3)",Willa Cather,3.82,131033,28721,https://www.goodreads.com/book/show/17150.My_ntonia,https://www.goodreads.com/book/17150.My_ntonia/get_a_copy,232.0,"January 1, 1918",https://www.goodreads.com/book_link/follow/1?book_id=17150&source=compareprices
427,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,4.3,2156912,28587,https://www.goodreads.com/book/show/27362503-it-ends-with-us,https://www.goodreads.com/book/27362503-it-ends-with-us/get_a_copy,386.0,"August 2, 2016",https://www.goodreads.com/book_link/follow/1?book_id=27362503&source=compareprices
428,Like Water for Chocolate,Laura Esquivel,3.95,351419,28520,https://www.goodreads.com/book/show/6952.Like_Water_for_Chocolate,https://www.goodreads.com/book/6952.Like_Water_for_Chocolate/get_a_copy,222.0,"January 1, 1989",https://www.goodreads.com/book_link/follow/1?book_id=6952&source=compareprices
429,The Remains of the Day,Kazuo Ishiguro,4.14,266884,28433,https://www.goodreads.com/book/show/28921.The_Remains_of_the_Day,https://www.goodreads.com/book/28921.The_Remains_of_the_Day/get_a_copy,258.0,"May 1, 1989",https://www.goodreads.com/book_link/follow/1?book_id=28921&source=compareprices
430,Breakfast of Champions,Kurt Vonnegut Jr.,4.07,247260,28212,https://www.goodreads.com/book/show/4980.Breakfast_of_Champions,https://www.goodreads.com/book/4980.Breakfast_of_Champions/get_a_copy,303.0,"July 12, 1973",https://www.goodreads.com/book_link/follow/1?book_id=4980&source=compareprices
431,"Dragonfly in Amber (Outlander, #2)",Diana Gabaldon,4.33,332945,28101,https://www.goodreads.com/book/show/5364.Dragonfly_in_Amber,https://www.goodreads.com/book/5364.Dragonfly_in_Amber/get_a_copy,947.0,"July 1, 1992",https://www.goodreads.com/book_link/follow/1?book_id=5364&source=compareprices
432,Breakfast at Tiffany's and Three Stories,Truman Capote,3.86,246689,27821,https://www.goodreads.com/book/show/251688.Breakfast_at_Tiffany_s_and_Three_Stories,https://www.goodreads.com/book/251688.Breakfast_at_Tiffany_s_and_Three_Stories/get_a_copy,142.0,"October 28, 1958",https://www.goodreads.com/book_link/follow/1?book_id=251688&source=compareprices
433,"Flowers in the Attic (Dollanganger, #1)",V.C. Andrews,3.84,194735,27742,https://www.goodreads.com/book/show/43448.Flowers_in_the_Attic,https://www.goodreads.com/book/43448.Flowers_in_the_Attic/get_a_copy,389.0,"January 1, 1979",https://www.goodreads.com/book_link/follow/1?book_id=43448&source=compareprices
434,The Origin of Species,Charles Darwin,4.0,109809,27696,https://www.goodreads.com/book/show/22463.The_Origin_of_Species,https://www.goodreads.com/book/22463.The_Origin_of_Species/get_a_copy,703.0,"January 1, 1859",https://www.goodreads.com/book_link/follow/1?book_id=22463&source=compareprices
435,A Fine Balance,Rohinton Mistry,4.37,142535,27614,https://www.goodreads.com/book/show/5211.A_Fine_Balance,https://www.goodreads.com/book/5211.A_Fine_Balance/get_a_copy,603.0,"January 1, 1995",https://www.goodreads.com/book_link/follow/1?book_id=5211&source=compareprices
436,Midnight in the Garden of Good and Evil,John Berendt,3.92,254311,27605,https://www.goodreads.com/book/show/386187.Midnight_in_the_Garden_of_Good_and_Evil,https://www.goodreads.com/book/386187.Midnight_in_the_Garden_of_Good_and_Evil/get_a_copy,386.0,"January 13, 1994",https://www.goodreads.com/book_link/follow/1?book_id=386187&source=compareprices
437,"The Subtle Knife (His Dark Materials, #2)",Philip Pullman,4.14,415902,27602,https://www.goodreads.com/book/show/41637836-the-subtle-knife,https://www.goodreads.com/book/41637836-the-subtle-knife/get_a_copy,370.0,"July 22, 1997",https://www.goodreads.com/book_link/follow/1?book_id=41637836&source=compareprices
438,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,515807,27457,https://www.goodreads.com/book/show/20613470-heir-of-fire,https://www.goodreads.com/book/20613470-heir-of-fire/get_a_copy,565.0,"September 2, 2014",https://www.goodreads.com/book_link/follow/1?book_id=20613470&source=compareprices
439,A Streetcar Named Desire,Tennessee Williams,3.98,293824,27312,https://www.goodreads.com/book/show/12220.A_Streetcar_Named_Desire,https://www.goodreads.com/book/12220.A_Streetcar_Named_Desire/get_a_copy,107.0,"January 1, 1947",https://www.goodreads.com/book_link/follow/1?book_id=12220&source=compareprices
440,The Prince,Niccolò Machiavelli,3.83,310232,26986,https://www.goodreads.com/book/show/28862.The_Prince,https://www.goodreads.com/book/28862.The_Prince/get_a_copy,140.0,"January 1, 1513",https://www.goodreads.com/book_link/follow/1?book_id=28862&source=compareprices
441,"Hopeless (Hopeless, #1)",Colleen Hoover,4.28,425433,26944,https://www.goodreads.com/book/show/15717943-hopeless,https://www.goodreads.com/book/15717943-hopeless/get_a_copy,410.0,"December 18, 2012",https://www.goodreads.com/book_link/follow/1?book_id=15717943&source=compareprices
442,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,4.0,354719,26771,https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,https://www.goodreads.com/book/8490112-daughter-of-smoke-bone/get_a_copy,418.0,"September 27, 2011",https://www.goodreads.com/book_link/follow/1?book_id=8490112&source=compareprices
443,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine's Peculiar Children, #1)",Ransom Riggs,3.92,1182043,26698,https://www.goodreads.com/book/show/9460487-miss-peregrine-s-home-for-peculiar-children,https://www.goodreads.com/book/9460487-miss-peregrine-s-home-for-peculiar-children/get_a_copy,352.0,"June 7, 2011",https://www.goodreads.com/book_link/follow/1?book_id=9460487&source=compareprices
444,Death of a Salesman,Arthur  Miller,3.56,217736,26677,https://www.goodreads.com/book/show/12898.Death_of_a_Salesman,https://www.goodreads.com/book/12898.Death_of_a_Salesman/get_a_copy,117.0,"January 1, 1949",https://www.goodreads.com/book_link/follow/1?book_id=12898&source=compareprices
445,Infinite Jest,David Foster Wallace,4.26,85920,26531,https://www.goodreads.com/book/show/6759.Infinite_Jest,https://www.goodreads.com/book/6759.Infinite_Jest/get_a_copy,1088.0,"February 1, 1996",https://www.goodreads.com/book_link/follow/1?book_id=6759&source=compareprices
446,"Evermore (The Immortals, #1)",Alyson Noel,3.59,283408,26194,https://www.goodreads.com/book/show/3975774-evermore,https://www.goodreads.com/book/3975774-evermore/get_a_copy,301.0,"February 3, 2009",https://www.goodreads.com/book_link/follow/1?book_id=3975774&source=compareprices
447,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.37,888444,26161,https://www.goodreads.com/book/show/8664353-unbroken,https://www.goodreads.com/book/8664353-unbroken/get_a_copy,475.0,"November 16, 2010",https://www.goodreads.com/book_link/follow/1?book_id=8664353&source=compareprices
448,"Blood Meridian, or the Evening Redness in the West",Cormac McCarthy,4.16,133980,26101,https://www.goodreads.com/book/show/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West,https://www.goodreads.com/book/394535.Blood_Meridian_or_the_Evening_Redness_in_the_West/get_a_copy,351.0,"April 28, 1985",https://www.goodreads.com/book_link/follow/1?book_id=394535&source=compareprices
449,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,4.15,692211,25796,https://www.goodreads.com/book/show/13497.A_Feast_for_Crows,https://www.goodreads.com/book/13497.A_Feast_for_Crows/get_a_copy,1061.0,"October 17, 2005",https://www.goodreads.com/book_link/follow/1?book_id=13497&source=compareprices
450,Snow Flower and the Secret Fan,Lisa See,4.08,362140,25662,https://www.goodreads.com/book/show/40873273-snow-flower-and-the-secret-fan,https://www.goodreads.com/book/40873273-snow-flower-and-the-secret-fan/get_a_copy,288.0,"February 21, 2005",https://www.goodreads.com/book_link/follow/1?book_id=40873273&source=compareprices
451,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.36,602232,25391,https://www.goodreads.com/book/show/17167166-crown-of-midnight,https://www.goodreads.com/book/17167166-crown-of-midnight/get_a_copy,420.0,"August 15, 2013",https://www.goodreads.com/book_link/follow/1?book_id=17167166&source=compareprices
452,"Pippi Longstocking (Pippi Långstrump, #1)",Astrid Lindgren,4.15,189382,25364,https://www.goodreads.com/book/show/19302.Pippi_Longstocking,https://www.goodreads.com/book/19302.Pippi_Longstocking/get_a_copy,160.0,"January 1, 1945",https://www.goodreads.com/book_link/follow/1?book_id=19302&source=compareprices
453,Jonathan Strange & Mr Norrell,Susanna Clarke,3.85,224727,25352,https://www.goodreads.com/book/show/14201.Jonathan_Strange_Mr_Norrell,https://www.goodreads.com/book/14201.Jonathan_Strange_Mr_Norrell/get_a_copy,1006.0,"January 1, 2004",https://www.goodreads.com/book_link/follow/1?book_id=14201&source=compareprices
454,"Matched (Matched, #1)",Ally Condie,3.63,742467,25206,https://www.goodreads.com/book/show/7735333-matched,https://www.goodreads.com/book/7735333-matched/get_a_copy,369.0,"November 30, 2010",https://www.goodreads.com/book_link/follow/1?book_id=7735333&source=compareprices
455,"The One (The Selection, #3)",Kiera Cass,4.17,602895,25177,https://www.goodreads.com/book/show/18635016-the-one,https://www.goodreads.com/book/18635016-the-one/get_a_copy,323.0,"May 6, 2014",https://www.goodreads.com/book_link/follow/1?book_id=18635016&source=compareprices
456,The Virgin Suicides,Jeffrey Eugenides,3.83,282227,25160,https://www.goodreads.com/book/show/10956.The_Virgin_Suicides,https://www.goodreads.com/book/10956.The_Virgin_Suicides/get_a_copy,250.0,"January 1, 1993",https://www.goodreads.com/book_link/follow/1?book_id=10956&source=compareprices
457,"Anna and the French Kiss (Anna and the French Kiss, #1)",Stephanie Perkins,3.98,435815,25155,https://www.goodreads.com/book/show/6936382-anna-and-the-french-kiss,https://www.goodreads.com/book/6936382-anna-and-the-french-kiss/get_a_copy,372.0,"December 2, 2010",https://www.goodreads.com/book_link/follow/1?book_id=6936382&source=compareprices
458,"The Angel Experiment (Maximum Ride, #1)",James Patterson,4.07,219029,25082,https://www.goodreads.com/book/show/13152.The_Angel_Experiment,https://www.goodreads.com/book/13152.The_Angel_Experiment/get_a_copy,445.0,"April 1, 2005",https://www.goodreads.com/book_link/follow/1?book_id=13152&source=compareprices
459,The Scarlet Pimpernel,Emmuska Orczy,4.07,131235,25021,https://www.goodreads.com/book/show/136116.The_Scarlet_Pimpernel,https://www.goodreads.com/book/136116.The_Scarlet_Pimpernel/get_a_copy,182.0,"January 1, 1905",https://www.goodreads.com/book_link/follow/1?book_id=136116&source=compareprices
460,"Faust, First Part",Johann Wolfgang von Goethe,3.88,70473,24911,https://www.goodreads.com/book/show/14706.Faust_First_Part,https://www.goodreads.com/book/14706.Faust_First_Part/get_a_copy,327.0,"January 1, 1808",https://www.goodreads.com/book_link/follow/1?book_id=14706&source=compareprices
461,The Shipping News,Annie Proulx,3.87,140724,24682,https://www.goodreads.com/book/show/7354.The_Shipping_News,https://www.goodreads.com/book/7354.The_Shipping_News/get_a_copy,337.0,"January 1, 1993",https://www.goodreads.com/book_link/follow/1?book_id=7354&source=compareprices
462,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,534056,24663,https://www.goodreads.com/book/show/249747.Artemis_Fowl,https://www.goodreads.com/book/249747.Artemis_Fowl/get_a_copy,396.0,"April 26, 2001",https://www.goodreads.com/book_link/follow/1?book_id=249747&source=compareprices
463,High Fidelity,Nick Hornby,3.92,191975,24569,https://www.goodreads.com/book/show/285092.High_Fidelity,https://www.goodreads.com/book/285092.High_Fidelity/get_a_copy,340.0,"January 1, 1995",https://www.goodreads.com/book_link/follow/1?book_id=285092&source=compareprices
464,"The Host (The Host, #1)",Stephenie Meyer,3.85,971688,24437,https://www.goodreads.com/book/show/1656001.The_Host,https://www.goodreads.com/book/1656001.The_Host/get_a_copy,624.0,"May 6, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1656001&source=compareprices
465,Coraline,Neil Gaiman,4.1,617359,24414,https://www.goodreads.com/book/show/17061.Coraline,https://www.goodreads.com/book/17061.Coraline/get_a_copy,176.0,"July 2, 2002",https://www.goodreads.com/book_link/follow/1?book_id=17061&source=compareprices
466,"The Chosen (Reuven Malther, #1)",Chaim Potok,4.06,90435,24380,https://www.goodreads.com/book/show/187181.The_Chosen,https://www.goodreads.com/book/187181.The_Chosen/get_a_copy,304.0,"January 1, 1966",https://www.goodreads.com/book_link/follow/1?book_id=187181&source=compareprices
467,Houdini Heart,Ki Longfellow,3.83,5708,24357,https://www.goodreads.com/book/show/11324204-houdini-heart,https://www.goodreads.com/book/11324204-houdini-heart/get_a_copy,254.0,"April 25, 2011",https://www.goodreads.com/book_link/follow/1?book_id=11324204&source=compareprices
468,The Tales of Beedle the Bard,J.K. Rowling,4.05,466446,24240,https://www.goodreads.com/book/show/3950967-the-tales-of-beedle-the-bard,https://www.goodreads.com/book/3950967-the-tales-of-beedle-the-bard/get_a_copy,105.0,"January 1, 2008",https://www.goodreads.com/book_link/follow/1?book_id=3950967&source=compareprices
469,Carrie,Stephen King,3.98,649574,24195,https://www.goodreads.com/book/show/10592.Carrie,https://www.goodreads.com/book/10592.Carrie/get_a_copy,253.0,"January 1, 1974",https://www.goodreads.com/book_link/follow/1?book_id=10592&source=compareprices
470,"I Know Why the Caged Bird Sings (Maya Angelou's Autobiography, #1)",Maya Angelou,4.28,494101,24121,https://www.goodreads.com/book/show/13214.I_Know_Why_the_Caged_Bird_Sings,https://www.goodreads.com/book/13214.I_Know_Why_the_Caged_Bird_Sings/get_a_copy,289.0,"January 1, 1969",https://www.goodreads.com/book_link/follow/1?book_id=13214&source=compareprices
471,"Red Queen (Red Queen, #1)",Victoria Aveyard,4.02,874294,24069,https://www.goodreads.com/book/show/22328546-red-queen,https://www.goodreads.com/book/22328546-red-queen/get_a_copy,388.0,"February 10, 2015",https://www.goodreads.com/book_link/follow/1?book_id=22328546&source=compareprices
472,Shantaram,Gregory David Roberts,4.27,198877,23917,https://www.goodreads.com/book/show/33600.Shantaram,https://www.goodreads.com/book/33600.Shantaram/get_a_copy,936.0,"January 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=33600&source=compareprices
473,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,630953,23882,https://www.goodreads.com/book/show/397483.The_Devil_in_the_White_City,https://www.goodreads.com/book/397483.The_Devil_in_the_White_City/get_a_copy,447.0,"February 11, 2003",https://www.goodreads.com/book_link/follow/1?book_id=397483&source=compareprices
474,Northanger Abbey,Jane Austen,3.84,366421,23781,https://www.goodreads.com/book/show/50398.Northanger_Abbey,https://www.goodreads.com/book/50398.Northanger_Abbey/get_a_copy,260.0,"December 20, 1817",https://www.goodreads.com/book_link/follow/1?book_id=50398&source=compareprices
475,All the Bright Places,Jennifer Niven,4.14,497854,23745,https://www.goodreads.com/book/show/18460392-all-the-bright-places,https://www.goodreads.com/book/18460392-all-the-bright-places/get_a_copy,378.0,"January 6, 2015",https://www.goodreads.com/book_link/follow/1?book_id=18460392&source=compareprices
476,Nineteen Minutes,Jodi Picoult,4.15,343732,23599,https://www.goodreads.com/book/show/14866.Nineteen_Minutes,https://www.goodreads.com/book/14866.Nineteen_Minutes/get_a_copy,440.0,"March 5, 2007",https://www.goodreads.com/book_link/follow/1?book_id=14866&source=compareprices
477,Waiting for Godot,Samuel Beckett,3.84,187543,23569,https://www.goodreads.com/book/show/17716.Waiting_for_Godot,https://www.goodreads.com/book/17716.Waiting_for_Godot/get_a_copy,109.0,"April 1, 1952",https://www.goodreads.com/book_link/follow/1?book_id=17716&source=compareprices
478,The Reader,Bernhard Schlink,3.77,196423,23433,https://www.goodreads.com/book/show/101299.The_Reader,https://www.goodreads.com/book/101299.The_Reader/get_a_copy,216.0,"January 1, 1995",https://www.goodreads.com/book_link/follow/1?book_id=101299&source=compareprices
479,Redeeming Love,Francine Rivers,4.5,285826,23055,https://www.goodreads.com/book/show/11422.Redeeming_Love,https://www.goodreads.com/book/11422.Redeeming_Love/get_a_copy,479.0,"January 1, 1991",https://www.goodreads.com/book_link/follow/1?book_id=11422&source=compareprices
480,Pet Sematary,Stephen King,4.04,531611,22894,https://www.goodreads.com/book/show/33124137-pet-sematary,https://www.goodreads.com/book/33124137-pet-sematary/get_a_copy,580.0,"November 14, 1983",https://www.goodreads.com/book_link/follow/1?book_id=33124137&source=compareprices
