,name,author,stars,ratings,goodreads_score,goodreads_link,get_copy,page_count,published_date,amazon_link
1296,China Blues,Ki Longfellow,4.15,1571,4535,https://www.goodreads.com/book/show/13530588-china-blues,https://www.goodreads.com/book/13530588-china-blues/get_a_copy,456.0,"January 1, 1989",https://www.goodreads.com/book_link/follow/1?book_id=13530588&source=compareprices
1297,"The Dead Girls' Dance (The Morganville Vampires, #2)",Rachel Caine,4.04,57263,4524,https://www.goodreads.com/book/show/261122.The_Dead_Girls_Dance,https://www.goodreads.com/book/261122.The_Dead_Girls_Dance/get_a_copy,248.0,"April 3, 2007",https://www.goodreads.com/book_link/follow/1?book_id=261122&source=compareprices
1298,The Art of Happiness,Dalai Lama XIV,4.17,110499,4523,https://www.goodreads.com/book/show/38210.The_Art_of_Happiness,https://www.goodreads.com/book/38210.The_Art_of_Happiness/get_a_copy,336.0,"October 26, 1998",https://www.goodreads.com/book_link/follow/1?book_id=38210&source=compareprices
1299,Boy's Life,Robert McCammon,4.38,31438,4513,https://www.goodreads.com/book/show/36505403-boy-s-life,https://www.goodreads.com/book/36505403-boy-s-life/get_a_copy,625.0,"August 1, 1991",https://www.goodreads.com/book_link/follow/1?book_id=36505403&source=compareprices
1300,Think and Grow Rich,Napoleon Hill,4.18,293752,4512,https://www.goodreads.com/book/show/30186948-think-and-grow-rich,https://www.goodreads.com/book/30186948-think-and-grow-rich/get_a_copy,233.0,"January 1, 1937",https://www.goodreads.com/book_link/follow/1?book_id=30186948&source=compareprices
1301,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,4.27,212569,4510,https://www.goodreads.com/book/show/9539.The_Shadow_Rising,https://www.goodreads.com/book/9539.The_Shadow_Rising/get_a_copy,1007.0,"September 15, 1992",https://www.goodreads.com/book_link/follow/1?book_id=9539&source=compareprices
1302,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,4.27,35679,4505,https://www.goodreads.com/book/show/7849341-tiger-s-voyage,https://www.goodreads.com/book/7849341-tiger-s-voyage/get_a_copy,560.0,"November 1, 2011",https://www.goodreads.com/book_link/follow/1?book_id=7849341&source=compareprices
1303,Aesop's Fables,Aesop,4.05,122628,4504,https://www.goodreads.com/book/show/21348.Aesop_s_Fables,https://www.goodreads.com/book/21348.Aesop_s_Fables/get_a_copy,352.0,"January 1, 501",https://www.goodreads.com/book_link/follow/1?book_id=21348&source=compareprices
1304,I Am Legend,Richard Matheson,4.06,120192,4493,https://www.goodreads.com/book/show/40940649-i-am-legend,https://www.goodreads.com/book/40940649-i-am-legend/get_a_copy,162.0,"July 1, 1954",https://www.goodreads.com/book_link/follow/1?book_id=40940649&source=compareprices
1306,"The Surgeon (Rizzoli & Isles, #1)",Tess Gerritsen,4.09,152127,4489,https://www.goodreads.com/book/show/32263.The_Surgeon,https://www.goodreads.com/book/32263.The_Surgeon/get_a_copy,416.0,"October 2, 2001",https://www.goodreads.com/book_link/follow/1?book_id=32263&source=compareprices
1307,"The Deal (Off-Campus, #1)",Elle Kennedy,4.26,502245,4483,https://www.goodreads.com/book/show/24920901-the-deal,https://www.goodreads.com/book/24920901-the-deal/get_a_copy,342.0,"February 24, 2015",https://www.goodreads.com/book_link/follow/1?book_id=24920901&source=compareprices
1308,The Light Between Oceans,M.L. Stedman,4.04,440818,4480,https://www.goodreads.com/book/show/13158800-the-light-between-oceans,https://www.goodreads.com/book/13158800-the-light-between-oceans/get_a_copy,362.0,"March 20, 2012",https://www.goodreads.com/book_link/follow/1?book_id=13158800&source=compareprices
1309,"Dodging Satan: My Irish/Italian, Sometimes Awesome, But Mostly Creepy, Childhood",Kathleen Zamboni McCormick,4.29,4132,4473,https://www.goodreads.com/book/show/28009303-dodging-satan,https://www.goodreads.com/book/28009303-dodging-satan/get_a_copy,191.0,"Published November 18, 2015",https://www.goodreads.com/book_link/follow/1?book_id=28009303&source=compareprices
1310,Centennial,James A. Michener,4.25,41782,4471,https://www.goodreads.com/book/show/133430.Centennial,https://www.goodreads.com/book/133430.Centennial/get_a_copy,1056.0,"January 1, 1974",https://www.goodreads.com/book_link/follow/1?book_id=133430&source=compareprices
1311,"Rendezvous with Rama (Rama, #1)",Arthur C. Clarke,4.11,154920,4465,https://www.goodreads.com/book/show/112537.Rendezvous_with_Rama,https://www.goodreads.com/book/112537.Rendezvous_with_Rama/get_a_copy,243.0,"June 1, 1973",https://www.goodreads.com/book_link/follow/1?book_id=112537&source=compareprices
1312,Fathers and Sons,Ivan Turgenev,3.98,82233,4462,https://www.goodreads.com/book/show/19117.Fathers_and_Sons,https://www.goodreads.com/book/19117.Fathers_and_Sons/get_a_copy,244.0,"February 1, 1862",https://www.goodreads.com/book_link/follow/1?book_id=19117&source=compareprices
1313,Bird by Bird: Some Instructions on Writing and Life,Anne Lamott,4.23,94240,4457,https://www.goodreads.com/book/show/12543.Bird_by_Bird,https://www.goodreads.com/book/12543.Bird_by_Bird/get_a_copy,237.0,"May 5, 1994",https://www.goodreads.com/book_link/follow/1?book_id=12543&source=compareprices
1314,A Good Man Is Hard to Find and Other Stories,Flannery O'Connor,4.19,43341,4454,https://www.goodreads.com/book/show/48464.A_Good_Man_Is_Hard_to_Find_and_Other_Stories,https://www.goodreads.com/book/48464.A_Good_Man_Is_Hard_to_Find_and_Other_Stories/get_a_copy,252.0,"January 1, 1955",https://www.goodreads.com/book_link/follow/1?book_id=48464&source=compareprices
1315,The Storyteller,Jodi Picoult,4.28,198048,4453,https://www.goodreads.com/book/show/15753740-the-storyteller,https://www.goodreads.com/book/15753740-the-storyteller/get_a_copy,461.0,"February 26, 2013",https://www.goodreads.com/book_link/follow/1?book_id=15753740&source=compareprices
1316,"Quantum Roots (Quantum Roots, #1)",Kyle Keyes,4.28,3301,4420,https://www.goodreads.com/book/show/18334354-quantum-roots,https://www.goodreads.com/book/18334354-quantum-roots/get_a_copy,262.0,"August 1, 2012",https://www.goodreads.com/book_link/follow/1?book_id=18334354&source=compareprices
1317,Reminders of Him,Colleen Hoover,4.47,743275,4418,https://www.goodreads.com/book/show/58341222-reminders-of-him,https://www.goodreads.com/book/58341222-reminders-of-him/get_a_copy,335.0,"January 18, 2022",https://www.goodreads.com/book_link/follow/1?book_id=58341222&source=compareprices
1318,Contact,Carl Sagan,4.14,136031,4415,https://www.goodreads.com/book/show/61666.Contact,https://www.goodreads.com/book/61666.Contact/get_a_copy,580.0,"October 1, 1986",https://www.goodreads.com/book_link/follow/1?book_id=61666&source=compareprices
1319,Lullaby,Chuck Palahniuk,3.74,95552,4414,https://www.goodreads.com/book/show/22206.Lullaby,https://www.goodreads.com/book/22206.Lullaby/get_a_copy,260.0,"January 1, 2002",https://www.goodreads.com/book_link/follow/1?book_id=22206&source=compareprices
1320,The New York Trilogy,Paul Auster,3.88,69845,4401,https://www.goodreads.com/book/show/431.The_New_York_Trilogy,https://www.goodreads.com/book/431.The_New_York_Trilogy/get_a_copy,308.0,"January 1, 1987",https://www.goodreads.com/book_link/follow/1?book_id=431&source=compareprices
1321,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,3.88,124532,4399,https://www.goodreads.com/book/show/213753.Life_As_We_Knew_It,https://www.goodreads.com/book/213753.Life_As_We_Knew_It/get_a_copy,337.0,"October 1, 2006",https://www.goodreads.com/book_link/follow/1?book_id=213753&source=compareprices
1322,A Gentleman in Moscow: A Novel,Amor Towles,4.34,463212,4398,https://www.goodreads.com/book/show/34066798-a-gentleman-in-moscow,https://www.goodreads.com/book/34066798-a-gentleman-in-moscow/get_a_copy,462.0,"September 6, 2016",https://www.goodreads.com/book_link/follow/1?book_id=34066798&source=compareprices
1323,The Painted Bird,Jerzy Kosiński,3.91,24768,4396,https://www.goodreads.com/book/show/18452.The_Painted_Bird,https://www.goodreads.com/book/18452.The_Painted_Bird/get_a_copy,234.0,"January 1, 1965",https://www.goodreads.com/book_link/follow/1?book_id=18452&source=compareprices
1324,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,3.76,93179,4394,https://www.goodreads.com/book/show/15575.The_Sword_of_Shannara,https://www.goodreads.com/book/15575.The_Sword_of_Shannara/get_a_copy,726.0,"January 1, 1977",https://www.goodreads.com/book_link/follow/1?book_id=15575&source=compareprices
1325,Pawn of Prophecy (The Belgariad #1),David Eddings,4.16,102079,4386,https://www.goodreads.com/book/show/44659.Pawn_of_Prophecy,https://www.goodreads.com/book/44659.Pawn_of_Prophecy/get_a_copy,290.0,"March 12, 1982",https://www.goodreads.com/book_link/follow/1?book_id=44659&source=compareprices
1326,Crash,J.G. Ballard,3.59,23847,4382,https://www.goodreads.com/book/show/70241.Crash,https://www.goodreads.com/book/70241.Crash/get_a_copy,224.0,"June 28, 1973",https://www.goodreads.com/book_link/follow/1?book_id=70241&source=compareprices
1327,As You Like It,William Shakespeare,3.82,79401,4380,https://www.goodreads.com/book/show/42607.As_You_Like_It,https://www.goodreads.com/book/42607.As_You_Like_It/get_a_copy,263.0,"January 1, 1599",https://www.goodreads.com/book_link/follow/1?book_id=42607&source=compareprices
1328,The Pandarus File,Kyle Keyes,4.31,4837,4378,https://www.goodreads.com/book/show/13328554-the-pandarus-file,https://www.goodreads.com/book/13328554-the-pandarus-file/get_a_copy,348.0,"January 8, 2010",https://www.goodreads.com/book_link/follow/1?book_id=13328554&source=compareprices
1329,"Heartstopper: Volume Three (Heartstopper, #3)",Alice Oseman,4.61,322460,4373,https://www.goodreads.com/book/show/43449920-heartstopper,https://www.goodreads.com/book/43449920-heartstopper/get_a_copy,384.0,"February 6, 2020",https://www.goodreads.com/book_link/follow/1?book_id=43449920&source=compareprices
1331,The Prime of Miss Jean Brodie,Muriel Spark,3.72,50080,4369,https://www.goodreads.com/book/show/517188.The_Prime_of_Miss_Jean_Brodie,https://www.goodreads.com/book/517188.The_Prime_of_Miss_Jean_Brodie/get_a_copy,150.0,"January 1, 1961",https://www.goodreads.com/book_link/follow/1?book_id=517188&source=compareprices
1332,"Among the Hidden (Shadow Children, #1)",Margaret Peterson Haddix,3.99,120601,4364,https://www.goodreads.com/book/show/227651.Among_the_Hidden,https://www.goodreads.com/book/227651.Among_the_Hidden/get_a_copy,153.0,"September 1, 1998",https://www.goodreads.com/book_link/follow/1?book_id=227651&source=compareprices
1333,Flipped,Wendelin Van Draanen,3.98,111110,4363,https://www.goodreads.com/book/show/331920.Flipped,https://www.goodreads.com/book/331920.Flipped/get_a_copy,212.0,"October 9, 2001",https://www.goodreads.com/book_link/follow/1?book_id=331920&source=compareprices
1334,Kindred,Octavia E. Butler,4.3,168912,4359,https://www.goodreads.com/book/show/60931.Kindred,https://www.goodreads.com/book/60931.Kindred/get_a_copy,287.0,"January 1, 1979",https://www.goodreads.com/book_link/follow/1?book_id=60931&source=compareprices
1335,Pope Joan,Donna Woolfolk Cross,4.08,69414,4356,https://www.goodreads.com/book/show/27252.Pope_Joan,https://www.goodreads.com/book/27252.Pope_Joan/get_a_copy,422.0,"January 1, 1996",https://www.goodreads.com/book_link/follow/1?book_id=27252&source=compareprices
1336,"Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs, #1)",Judi Barrett,4.18,137638,4350,https://www.goodreads.com/book/show/8073.Cloudy_With_a_Chance_of_Meatballs,https://www.goodreads.com/book/8073.Cloudy_With_a_Chance_of_Meatballs/get_a_copy,32.0,"August 1, 1978",https://www.goodreads.com/book_link/follow/1?book_id=8073&source=compareprices
1337,"Rich Dad, Poor Dad",Robert T. Kiyosaki,4.12,543155,4349,https://www.goodreads.com/book/show/69571.Rich_Dad_Poor_Dad,https://www.goodreads.com/book/69571.Rich_Dad_Poor_Dad/get_a_copy,195.0,"January 1, 1997",https://www.goodreads.com/book_link/follow/1?book_id=69571&source=compareprices
1338,The Mayor of Casterbridge,Thomas Hardy,3.85,59607,4342,https://www.goodreads.com/book/show/56759.The_Mayor_of_Casterbridge,https://www.goodreads.com/book/56759.The_Mayor_of_Casterbridge/get_a_copy,393.0,"January 1, 1886",https://www.goodreads.com/book_link/follow/1?book_id=56759&source=compareprices
1339,"Impulse (Impulse, #1)",Ellen Hopkins,4.27,75155,4336,https://www.goodreads.com/book/show/270805.Impulse,https://www.goodreads.com/book/270805.Impulse/get_a_copy,666.0,"January 23, 2007",https://www.goodreads.com/book_link/follow/1?book_id=270805&source=compareprices
1340,The Casual Vacancy,J.K. Rowling,3.3,321876,4331,https://www.goodreads.com/book/show/13497818-the-casual-vacancy,https://www.goodreads.com/book/13497818-the-casual-vacancy/get_a_copy,503.0,"January 1, 2012",https://www.goodreads.com/book_link/follow/1?book_id=13497818&source=compareprices
1342,"American Pastoral (The American Trilogy, #1)",Philip Roth,3.94,74790,4322,https://www.goodreads.com/book/show/11650.American_Pastoral,https://www.goodreads.com/book/11650.American_Pastoral/get_a_copy,432.0,"May 12, 1997",https://www.goodreads.com/book_link/follow/1?book_id=11650&source=compareprices
1343,Pedro Páramo,Juan Rulfo,4.06,58845,4320,https://www.goodreads.com/book/show/38787.Pedro_P_ramo,https://www.goodreads.com/book/38787.Pedro_P_ramo/get_a_copy,128.0,"March 19, 1955",https://www.goodreads.com/book_link/follow/1?book_id=38787&source=compareprices
1344,The Awakening: Fate in Motion,Suzanne Boisvert,4.22,1101,4319,https://www.goodreads.com/book/show/41423092-the-awakening,https://www.goodreads.com/book/41423092-the-awakening/get_a_copy,331.0,"Published September 15, 2018",https://www.goodreads.com/book_link/follow/1?book_id=41423092&source=compareprices
1345,The Sacred Well Murders,Susan  Rowland,4.31,5871,4316,https://www.goodreads.com/book/show/59717828-the-sacred-well-murders,https://www.goodreads.com/book/59717828-the-sacred-well-murders/get_a_copy,336.0,"Published February 1, 2022",https://www.goodreads.com/book_link/follow/1?book_id=59717828&source=compareprices
1346,"Gabriel's Rapture (Gabriel's Inferno, #2)",Sylvain Reynard,4.21,113211,4311,https://www.goodreads.com/book/show/13639050-gabriel-s-rapture,https://www.goodreads.com/book/13639050-gabriel-s-rapture/get_a_copy,386.0,"January 1, 2012",https://www.goodreads.com/book_link/follow/1?book_id=13639050&source=compareprices
1347,"The Bone Collector (Lincoln Rhyme, #1)",Jeffery Deaver,4.2,174062,4305,https://www.goodreads.com/book/show/2373.The_Bone_Collector,https://www.goodreads.com/book/2373.The_Bone_Collector/get_a_copy,528.0,"January 3, 1997",https://www.goodreads.com/book_link/follow/1?book_id=2373&source=compareprices
1348,The Epic of Gilgamesh,Anonymous,3.72,95335,4304,https://www.goodreads.com/book/show/19351.The_Epic_of_Gilgamesh,https://www.goodreads.com/book/19351.The_Epic_of_Gilgamesh/get_a_copy,120.0,"January 1, 1201",https://www.goodreads.com/book_link/follow/1?book_id=19351&source=compareprices
1349,The Eden Paradox,Barry Kirwan,4.23,6032,4297,https://www.goodreads.com/book/show/43722869-the-eden-paradox,https://www.goodreads.com/book/43722869-the-eden-paradox/get_a_copy,392.0,"February 16, 2011",https://www.goodreads.com/book_link/follow/1?book_id=43722869&source=compareprices
1350,"Wisdom Revolution (The Machinist, The Monk, And The Mesmerizer Chronicles, #1)",Misba,4.65,96,4295,https://www.goodreads.com/book/show/58406478-wisdom-revolution,https://www.goodreads.com/book/58406478-wisdom-revolution/get_a_copy,0.0,,https://www.goodreads.com/book_link/follow/1?book_id=58406478&source=compareprices
1351,"Need (Need, #1)",Carrie Jones,3.71,62661,4293,https://www.goodreads.com/book/show/4070493-need,https://www.goodreads.com/book/4070493-need/get_a_copy,306.0,"December 23, 2008",https://www.goodreads.com/book_link/follow/1?book_id=4070493&source=compareprices
1352,"""Surely You're Joking, Mr. Feynman!"": Adventures of a Curious Character",Richard P. Feynman,4.27,188721,4286,https://www.goodreads.com/book/show/35167685-surely-you-re-joking-mr-feynman,https://www.goodreads.com/book/35167685-surely-you-re-joking-mr-feynman/get_a_copy,400.0,"January 1, 1985",https://www.goodreads.com/book_link/follow/1?book_id=35167685&source=compareprices
1354,Even Cowgirls Get the Blues,Tom Robbins,3.78,52906,4280,https://www.goodreads.com/book/show/7572.Even_Cowgirls_Get_the_Blues,https://www.goodreads.com/book/7572.Even_Cowgirls_Get_the_Blues/get_a_copy,366.0,"April 1, 1976",https://www.goodreads.com/book_link/follow/1?book_id=7572&source=compareprices
1356,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",Elizabeth Chandler,4.08,26258,4277,https://www.goodreads.com/book/show/321645.Kissed_by_an_Angel_The_Power_of_Love_Soulmates,https://www.goodreads.com/book/321645.Kissed_by_an_Angel_The_Power_of_Love_Soulmates/get_a_copy,690.0,"January 1, 1995",https://www.goodreads.com/book_link/follow/1?book_id=321645&source=compareprices
1357,"The Blue Sword (Damar, #1)",Robin McKinley,4.21,59576,4275,https://www.goodreads.com/book/show/407813.The_Blue_Sword,https://www.goodreads.com/book/407813.The_Blue_Sword/get_a_copy,256.0,"October 1, 1982",https://www.goodreads.com/book_link/follow/1?book_id=407813&source=compareprices
1358,"Killing Floor (Jack Reacher, #1)",Lee Child,4.07,296266,4272,https://www.goodreads.com/book/show/78129.Killing_Floor,https://www.goodreads.com/book/78129.Killing_Floor/get_a_copy,474.0,"March 17, 1997",https://www.goodreads.com/book_link/follow/1?book_id=78129&source=compareprices
1359,The Eyes of the Dragon,Stephen King,3.94,119665,4263,https://www.goodreads.com/book/show/10611.The_Eyes_of_the_Dragon,https://www.goodreads.com/book/10611.The_Eyes_of_the_Dragon/get_a_copy,427.0,"February 2, 1987",https://www.goodreads.com/book_link/follow/1?book_id=10611&source=compareprices
1360,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,4.28,105603,4257,https://www.goodreads.com/book/show/34494.The_Wee_Free_Men,https://www.goodreads.com/book/34494.The_Wee_Free_Men/get_a_copy,375.0,"May 1, 2003",https://www.goodreads.com/book_link/follow/1?book_id=34494&source=compareprices
1361,"The Manufactured Identity (Manufactured Identity, #1)",Heath Sommer,3.51,428,4256,https://www.goodreads.com/book/show/6507691-the-manufactured-identity,https://www.goodreads.com/book/6507691-the-manufactured-identity/get_a_copy,305.0,"June 23, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6507691&source=compareprices
1362,The Book of Lost Things,John Connolly,3.96,75360,4254,https://www.goodreads.com/book/show/69136.The_Book_of_Lost_Things,https://www.goodreads.com/book/69136.The_Book_of_Lost_Things/get_a_copy,339.0,"November 7, 2006",https://www.goodreads.com/book_link/follow/1?book_id=69136&source=compareprices
1364,Survival in Auschwitz,Primo Levi,4.31,67161,4253,https://www.goodreads.com/book/show/6174.Survival_in_Auschwitz,https://www.goodreads.com/book/6174.Survival_in_Auschwitz/get_a_copy,187.0,"January 1, 1947",https://www.goodreads.com/book_link/follow/1?book_id=6174&source=compareprices
1365,"Wolf Hall (Thomas Cromwell, #1)",Hilary Mantel,3.9,197655,4240,https://www.goodreads.com/book/show/6101138-wolf-hall,https://www.goodreads.com/book/6101138-wolf-hall/get_a_copy,653.0,"April 30, 2009",https://www.goodreads.com/book_link/follow/1?book_id=6101138&source=compareprices
1366,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,3.88,547060,4239,https://www.goodreads.com/book/show/16160797-the-cuckoo-s-calling,https://www.goodreads.com/book/16160797-the-cuckoo-s-calling/get_a_copy,456.0,"April 18, 2013",https://www.goodreads.com/book_link/follow/1?book_id=16160797&source=compareprices
1367,"Wallbanger (Cocktail, #1)",Alice Clayton,4.0,201037,4236,https://www.goodreads.com/book/show/15858248-wallbanger,https://www.goodreads.com/book/15858248-wallbanger/get_a_copy,384.0,"November 27, 2012",https://www.goodreads.com/book_link/follow/1?book_id=15858248&source=compareprices
1368,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,4.14,304607,4233,https://www.goodreads.com/book/show/40603587-the-last-wish,https://www.goodreads.com/book/40603587-the-last-wish/get_a_copy,400.0,"January 31, 1993",https://www.goodreads.com/book_link/follow/1?book_id=40603587&source=compareprices
1369,The Scorpio Races,Maggie Stiefvater,4.09,106129,4227,https://www.goodreads.com/book/show/10626594-the-scorpio-races,https://www.goodreads.com/book/10626594-the-scorpio-races/get_a_copy,409.0,"October 18, 2011",https://www.goodreads.com/book_link/follow/1?book_id=10626594&source=compareprices
1370,"A Voice in the Wind (Mark of the Lion, #1)",Francine Rivers,4.56,87411,4226,https://www.goodreads.com/book/show/95617.A_Voice_in_the_Wind,https://www.goodreads.com/book/95617.A_Voice_in_the_Wind/get_a_copy,520.0,"March 1, 1993",https://www.goodreads.com/book_link/follow/1?book_id=95617&source=compareprices
1371,The Third Policeman,Flann O'Brien,3.98,18761,4224,https://www.goodreads.com/book/show/27208.The_Third_Policeman,https://www.goodreads.com/book/27208.The_Third_Policeman/get_a_copy,200.0,"January 1, 1967",https://www.goodreads.com/book_link/follow/1?book_id=27208&source=compareprices
1372,The Book of Negroes,Lawrence Hill,4.45,83175,4223,https://www.goodreads.com/book/show/23316548-the-book-of-negroes,https://www.goodreads.com/book/23316548-the-book-of-negroes/get_a_copy,512.0,"January 18, 2007",https://www.goodreads.com/book_link/follow/1?book_id=23316548&source=compareprices
1373,"Crossed (Matched, #2)",Ally Condie,3.52,236067,4214,https://www.goodreads.com/book/show/15812814-crossed,https://www.goodreads.com/book/15812814-crossed/get_a_copy,367.0,"November 1, 2011",https://www.goodreads.com/book_link/follow/1?book_id=15812814&source=compareprices
1375,Daughter of Fortune,Isabel Allende,3.92,125596,4203,https://www.goodreads.com/book/show/16527.Daughter_of_Fortune,https://www.goodreads.com/book/16527.Daughter_of_Fortune/get_a_copy,432.0,"January 1, 1998",https://www.goodreads.com/book_link/follow/1?book_id=16527&source=compareprices
1376,"The Ask and the Answer (Chaos Walking, #2)",Patrick Ness,4.19,91408,4198,https://www.goodreads.com/book/show/20758103-the-ask-and-the-answer,https://www.goodreads.com/book/20758103-the-ask-and-the-answer/get_a_copy,553.0,"May 4, 2009",https://www.goodreads.com/book_link/follow/1?book_id=20758103&source=compareprices
1377,"Only the Good Spy Young (Gallagher Girls, #4)",Ally Carter,4.29,64854,4194,https://www.goodreads.com/book/show/6950688-only-the-good-spy-young,https://www.goodreads.com/book/6950688-only-the-good-spy-young/get_a_copy,265.0,"June 29, 2010",https://www.goodreads.com/book_link/follow/1?book_id=6950688&source=compareprices
1378,"Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest",Stephen E. Ambrose,4.41,117004,4184,https://www.goodreads.com/book/show/42389.Band_of_Brothers,https://www.goodreads.com/book/42389.Band_of_Brothers/get_a_copy,432.0,"June 6, 1992",https://www.goodreads.com/book_link/follow/1?book_id=42389&source=compareprices
1379,Midwives,Chris Bohjalian,3.99,156895,4177,https://www.goodreads.com/book/show/5166.Midwives,https://www.goodreads.com/book/5166.Midwives/get_a_copy,384.0,"April 1, 1997",https://www.goodreads.com/book_link/follow/1?book_id=5166&source=compareprices
1380,The Constitution of the United States of America,Founding Fathers,4.52,26855,4164,https://www.goodreads.com/book/show/89959.The_Constitution_of_the_United_States_of_America,https://www.goodreads.com/book/89959.The_Constitution_of_the_United_States_of_America/get_a_copy,30.0,"January 1, 1787",https://www.goodreads.com/book_link/follow/1?book_id=89959&source=compareprices
1381,Long Walk to Freedom,Nelson Mandela,4.34,81393,4151,https://www.goodreads.com/book/show/318431.Long_Walk_to_Freedom,https://www.goodreads.com/book/318431.Long_Walk_to_Freedom/get_a_copy,656.0,"January 1, 1994",https://www.goodreads.com/book_link/follow/1?book_id=318431&source=compareprices
1382,"The Opportunist (Love Me with Lies, #1)",Tarryn Fisher,4.19,51756,4150,https://www.goodreads.com/book/show/13312527-the-opportunist,https://www.goodreads.com/book/13312527-the-opportunist/get_a_copy,278.0,"November 14, 2011",https://www.goodreads.com/book_link/follow/1?book_id=13312527&source=compareprices
1383,Les Liaisons dangereuses,Pierre Choderlos de Laclos,4.06,49905,4148,https://www.goodreads.com/book/show/49540.Les_Liaisons_dangereuses,https://www.goodreads.com/book/49540.Les_Liaisons_dangereuses/get_a_copy,448.0,"March 24, 1782",https://www.goodreads.com/book_link/follow/1?book_id=49540&source=compareprices
1384,Americanah,Chimamanda Ngozi Adichie,4.32,341573,4145,https://www.goodreads.com/book/show/15796700-americanah,https://www.goodreads.com/book/15796700-americanah/get_a_copy,477.0,"May 14, 2013",https://www.goodreads.com/book_link/follow/1?book_id=15796700&source=compareprices
1385,"Real (Real, #1)",Katy Evans,4.15,108870,4144,https://www.goodreads.com/book/show/17617277-real,https://www.goodreads.com/book/17617277-real/get_a_copy,293.0,"April 8, 2013",https://www.goodreads.com/book_link/follow/1?book_id=17617277&source=compareprices
1386,Becoming,Michelle Obama,4.48,920692,4143,https://www.goodreads.com/book/show/38746485-becoming,https://www.goodreads.com/book/38746485-becoming/get_a_copy,426.0,"November 13, 2018",https://www.goodreads.com/book_link/follow/1?book_id=38746485&source=compareprices
1387,"Entwined with You (Crossfire, #3)",Sylvia Day,4.19,199371,4139,https://www.goodreads.com/book/show/15731779-entwined-with-you,https://www.goodreads.com/book/15731779-entwined-with-you/get_a_copy,356.0,"June 4, 2013",https://www.goodreads.com/book_link/follow/1?book_id=15731779&source=compareprices
1388,"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,4.54,89209,4136,https://www.goodreads.com/book/show/147915.A_Storm_of_Swords_2,https://www.goodreads.com/book/147915.A_Storm_of_Swords_2/get_a_copy,639.0,"August 8, 2000",https://www.goodreads.com/book_link/follow/1?book_id=147915&source=compareprices
1389,The Diving Bell and the Butterfly,Jean-Dominique Bauby,3.98,68736,4130,https://www.goodreads.com/book/show/193755.The_Diving_Bell_and_the_Butterfly,https://www.goodreads.com/book/193755.The_Diving_Bell_and_the_Butterfly/get_a_copy,132.0,"January 1, 1997",https://www.goodreads.com/book_link/follow/1?book_id=193755&source=compareprices
1390,"Eragon, Eldest & Brisingr (Inheritance, #1-3)",Christopher Paolini,4.25,34761,4122,https://www.goodreads.com/book/show/2479827.Eragon_Eldest_Brisingr,https://www.goodreads.com/book/2479827.Eragon_Eldest_Brisingr/get_a_copy,1952.0,"September 20, 2008",https://www.goodreads.com/book_link/follow/1?book_id=2479827&source=compareprices
1391,"These Violent Delights (These Violent Delights, #1)",Chloe Gong,3.93,108540,4109,https://www.goodreads.com/book/show/50892212-these-violent-delights,https://www.goodreads.com/book/50892212-these-violent-delights/get_a_copy,449.0,"November 17, 2020",https://www.goodreads.com/book_link/follow/1?book_id=50892212&source=compareprices
1393,Half of a Yellow Sun,Chimamanda Ngozi Adichie,4.33,142271,4108,https://www.goodreads.com/book/show/18749.Half_of_a_Yellow_Sun,https://www.goodreads.com/book/18749.Half_of_a_Yellow_Sun/get_a_copy,433.0,"September 12, 2006",https://www.goodreads.com/book_link/follow/1?book_id=18749&source=compareprices
1394,Toe to Toe,Deborah Leblanc,4.22,5780,4101,https://www.goodreads.com/book/show/26157586-toe-to-toe,https://www.goodreads.com/book/26157586-toe-to-toe/get_a_copy,304.0,"November 17, 2015",https://www.goodreads.com/book_link/follow/1?book_id=26157586&source=compareprices
1395,Salt to the Sea,Ruta Sepetys,4.36,180851,4087,https://www.goodreads.com/book/show/25614492-salt-to-the-sea,https://www.goodreads.com/book/25614492-salt-to-the-sea/get_a_copy,391.0,"February 2, 2016",https://www.goodreads.com/book_link/follow/1?book_id=25614492&source=compareprices
1396,People of the Book,Geraldine Brooks,4.02,137260,4085,https://www.goodreads.com/book/show/1379961.People_of_the_Book,https://www.goodreads.com/book/1379961.People_of_the_Book/get_a_copy,372.0,"January 1, 2008",https://www.goodreads.com/book_link/follow/1?book_id=1379961&source=compareprices
